10	14	0
84	124	0
38	58	0
2	2	0
6	8	0
8	8	0
10	12	0
12	16	0
12	18	0
14	12	0
14	18	0
16	20	0
16	28	0
18	22	0
20	20	0
22	24	0
22	26	0
22	28	0
24	30	0
26	30	0
28	40	0
32	40	0
32	46	0
34	44	0
34	46	0
34	48	0
36	36	0
36	48	0
38	44	0
38	50	0
40	50	0
40	56	0
40	58	0
42	54	0
42	56	0
44	52	0
46	56	0
48	68	0
48	70	0
48	72	0
54	66	0
56	86	0
56	88	0
58	84	0
60	84	0
60	88	0
60	90	0
62	92	0
64	94	0
76	114	0
76	116	0
80	104	0
80	106	0
80	108	0
82	108	0
82	110	0
82	112	0
82	122	0
82	124	0
94	142	0
38	42	0
70	90	0
10	8	0
2	4	0
70	92	0
38	54	0
12	10	0
68	88	0
38	56	0
88	136	0
70	88	0
36	40	0
38	40	0
88	138	0
60	76	0
50	60	0
88	134	0
50	74	0
6	4	0
60	74	0
56	84	0
32	34	0
4	8	0
36	56	0
8	6	0
18	26	0
62	74	0
66	86	0
30	32	0
58	74	0
8	12	0
30	44	0
30	46	0
54	86	0
70	106	0
30	42	0
24	32	0
30	30	0
30	48	0
22	30	0
32	44	0
32	50	0
32	32	0
32	48	0
6	10	0
6	12	0
6	14	0
8	14	0
8	16	0
10	16	0
10	18	0
10	20	0
12	8	0
12	20	0
12	22	0
12	24	0
14	10	0
14	20	0
14	22	0
14	24	0
14	26	0
16	12	0
16	14	0
16	22	0
16	24	0
16	26	0
18	14	0
18	16	0
18	18	0
18	24	0
18	28	0
18	30	0
20	18	0
20	26	0
20	30	0
22	20	0
22	22	0
22	32	0
22	34	0
22	36	0
24	22	0
24	24	0
24	26	0
24	28	0
24	34	0
24	36	0
24	38	0
24	40	0
26	24	0
26	26	0
26	32	0
26	34	0
26	36	0
26	38	0
26	40	0
26	42	0
28	26	0
28	28	0
28	36	0
28	38	0
28	42	0
28	46	0
30	50	0
32	36	0
34	34	0
34	36	0
34	50	0
36	50	0
36	52	0
36	54	0
36	58	0
36	60	0
38	38	0
38	46	0
38	48	0
38	52	0
38	62	0
40	42	0
40	44	0
40	46	0
40	62	0
40	64	0
42	46	0
42	48	0
42	50	0
42	52	0
42	62	0
42	64	0
42	66	0
42	68	0
44	54	0
44	60	0
44	64	0
44	66	0
44	68	0
44	70	0
46	54	0
46	68	0
46	70	0
48	52	0
48	54	0
48	56	0
48	74	0
48	76	0
48	78	0
50	54	0
50	56	0
50	58	0
50	72	0
50	76	0
50	78	0
50	80	0
50	82	0
50	84	0
52	56	0
52	58	0
52	62	0
52	64	0
52	74	0
52	76	0
52	78	0
52	80	0
52	82	0
52	84	0
54	60	0
54	62	0
54	68	0
54	72	0
54	74	0
54	78	0
54	80	0
54	82	0
54	88	0
54	90	0
56	66	0
56	70	0
56	72	0
56	74	0
56	76	0
56	82	0
56	90	0
56	92	0
58	66	0
58	68	0
58	70	0
58	72	0
58	76	0
58	78	0
58	86	0
58	88	0
58	90	0
58	92	0
58	94	0
58	96	0
58	98	0
60	70	0
60	72	0
60	78	0
60	80	0
60	86	0
60	92	0
60	94	0
60	96	0
60	98	0
60	100	0
60	102	0
60	104	0
62	72	0
62	76	0
62	78	0
62	80	0
62	84	0
62	86	0
62	94	0
62	96	0
62	98	0
62	100	0
62	102	0
62	104	0
62	106	0
62	108	0
62	110	0
64	74	0
64	78	0
64	80	0
64	84	0
64	96	0
64	98	0
64	100	0
66	84	0
66	92	0
66	98	0
66	100	0
68	92	0
68	100	0
68	102	0
68	104	0
70	94	0
70	96	0
70	98	0
70	108	0
72	90	0
72	92	0
72	94	0
72	96	0
72	98	0
72	108	0
72	110	0
74	94	0
74	96	0
74	106	0
74	110	0
74	112	0
74	114	0
76	106	0
76	108	0
76	110	0
76	118	0
78	120	0
78	122	0
80	100	0
80	102	0
80	112	0
80	114	0
80	116	0
80	122	0
80	124	0
82	104	0
82	106	0
82	126	0
82	128	0
84	110	0
84	112	0
86	134	0
86	136	0
88	130	0
88	140	0
90	132	0
90	134	0
90	136	0
90	144	0
92	138	0
92	144	0
94	148	0
94	150	0
96	144	0
96	152	0
98	154	0
12	12	0.73
12	14	0.91
4	6	3.4
30	36	0.06
30	34	6
30	40	0.045
34	38	0.6
6	6	2.8
8	10	0.31
10	10	0.13
14	14	0.119
14	16	0.32
16	16	0.044
16	18	0.055
18	20	0.81
20	22	0.92
20	24	0.54
20	28	0.95
28	30	0.65
28	32	0.074
28	34	0.088
30	38	0.19
32	38	0.125
32	42	0.06
34	40	0.203
34	42	0.134
36	38	1.9
36	42	0.136
36	44	0.103
36	46	0.087
38	60	1.14
40	52	0.31
40	54	0.83
40	60	1.7
42	58	0.61
42	60	0.59
44	56	0.098
44	58	0.175
46	58	0.12
46	60	0.162
46	62	0.01
46	64	0.034
48	64	0.304
48	66	0.31
50	64	1
50	66	0.39
50	68	0.23
50	70	0.12
52	66	0.38
52	72	0.087
54	70	0.09
58	82	14.3
60	82	24
62	82	7.9
62	88	0.71
62	90	1.37
64	82	22
64	88	1.84
64	90	1.9
64	92	2.02
68	98	0.19
70	102	0.43
70	104	0.18
76	112	0.015
78	98	22
78	100	8
78	116	0.337
78	118	0.016
82	120	15
84	114	15
84	128	43
84	130	32
92	142	110
68	90	1.5
84	126	2.6
50	62	0.55
26	28	0.8
40	48	0.09
44	62	0.017
46	66	0.08
48	62	0.21
52	68	0.32
52	70	0.125
54	64	0.58
54	76	0.13
56	68	1.4
56	78	19
56	80	2.6
58	80	6.5
64	86	0.92
66	88	2.2
66	90	3
66	94	2.2
66	94	1.7
66	96	0.31
68	94	4.4
68	96	2.5
70	100	0.059
72	100	3.9
72	102	3.1
72	104	2.2
72	106	3.02
74	98	3.6
74	100	2.1
74	102	2.5
74	108	1.8
76	96	8.3
76	98	5.3
76	100	3.7
76	102	4
76	104	3
78	102	9.8
78	104	4.6
78	106	3.5
78	108	6.3
78	110	1.92
78	112	1.45
78	114	2.81
80	110	3.7
80	118	2.2
80	120	0.011
90	138	30
90	140	39
92	140	38
94	144	90
94	146	7
96	148	210
96	150	220
98	152	32
